person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_term_days,Loan_Status,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
31,30874,26,2718,18.65,720,1,0,0,0,0,0,0,0
44,54648,3,5585,11.05,1080,1,0,0,1,0,0,0,0
39,70190,0,23642,8.84,720,1,0,1,0,0,0,0,1
68,63473,29,32145,5.56,3600,1,0,1,0,0,0,1,0
68,106111,10,1003,15.81,360,1,0,1,0,0,0,0,0
61,86859,24,29494,14.47,1800,1,0,0,0,1,0,0,0
26,35516,10,1683,10.53,1800,1,0,0,0,0,1,0,0
48,54177,8,14554,10.2,1800,1,0,1,0,0,0,0,0
67,49672,22,2529,13.79,3600,1,0,1,0,0,1,0,0
48,59718,4,10634,6.19,1080,1,1,0,1,0,0,0,0
32,59767,26,12259,19.29,360,1,1,0,0,1,0,0,0
22,86414,1,17597,8.81,3600,1,0,1,0,0,0,1,0
21,66595,4,27756,9.86,1080,1,1,0,0,0,0,0,0
35,125282,18,26099,10.24,3600,1,0,1,0,0,0,1,0
49,69189,20,25124,17.41,1800,0,0,1,0,1,0,0,0
57,36375,2,12137,5.87,1080,1,0,0,0,0,1,0,0
25,45235,7,26851,12.02,3600,0,0,0,0,0,0,0,1
64,86014,15,13430,17.05,1800,1,0,0,0,1,0,0,0
26,22731,26,10345,17.78,3600,1,0,0,1,0,0,0,0
24,26701,4,9324,14.1,3600,0,0,0,0,0,0,0,0
26,60259,3,30686,10.42,720,1,0,1,0,0,0,0,1
53,105932,22,17436,14.79,360,1,0,1,0,1,0,0,0
51,131166,14,20229,8.96,720,1,0,1,1,0,0,0,0
68,52561,12,19691,7.14,1080,1,0,1,0,0,1,0,0
32,113153,29,13505,8.43,3600,1,0,0,1,0,0,0,0
49,62527,8,1935,15.76,1800,1,0,1,0,0,0,1,0
44,23888,9,6024,17.41,1800,1,1,0,0,0,1,0,0
40,59584,26,15663,9.23,1800,1,0,0,0,1,0,0,0
40,41301,1,14182,17.77,720,1,0,0,1,0,0,0,0
47,103874,29,23790,14.7,1080,1,0,0,0,0,0,1,0
67,58958,24,19064,10.27,360,1,0,1,0,1,0,0,0
39,27812,29,5213,19.66,3600,1,0,0,0,0,0,1,0
53,24347,5,19214,7.2,1080,0,1,0,0,0,0,0,0
24,59125,1,21580,17.07,1080,1,1,0,0,0,0,0,0
37,14014,19,32119,14.82,360,0,0,1,1,0,0,0,0
58,43875,4,1980,19.51,720,1,0,1,0,0,0,1,0
62,68776,16,29275,17.54,1080,0,0,1,0,0,0,0,1
30,31754,3,33044,11.83,720,0,0,1,0,0,0,1,0
36,108704,7,24154,17.46,1080,0,0,1,0,0,1,0,0
67,122345,21,16302,5.01,720,1,0,1,1,0,0,0,0
64,32531,22,30144,5.75,3600,0,0,0,1,0,0,0,0
41,50069,0,1402,12.44,1800,1,0,1,0,0,0,0,0
56,108750,22,6945,14.95,360,1,1,0,0,0,0,1,0
39,59827,21,5183,5.82,1080,1,1,0,0,0,0,0,0
67,25934,3,20854,16.6,720,0,1,0,0,1,0,0,0
67,54940,17,14364,16.05,1080,1,0,1,0,0,0,1,0
67,35891,27,34814,6.71,1080,0,0,0,0,1,0,0,0
65,116415,12,27175,12.0,720,1,0,0,1,0,0,0,0
25,86125,17,3926,11.06,720,1,0,0,0,0,1,0,0
53,49599,22,6172,12.46,3600,1,0,1,0,0,1,0,0
33,65204,2,29072,6.26,3600,1,1,0,0,0,1,0,0
67,27313,17,24724,8.61,3600,0,0,0,1,0,0,0,0
42,38091,9,16061,19.97,360,0,0,1,0,0,0,0,0
39,152050,18,3861,14.29,720,1,0,0,0,0,0,1,0
32,61827,25,10066,14.76,3600,1,0,1,0,0,0,0,0
66,104615,1,33265,13.89,1800,1,0,1,1,0,0,0,0
63,68817,13,16005,16.02,720,1,0,0,0,1,0,0,0
60,131737,26,11565,16.71,1080,1,0,1,0,0,0,0,0
51,18046,29,21258,5.17,1080,0,1,0,0,0,0,0,1
45,53480,18,4194,11.31,360,1,1,0,0,0,0,1,0
69,160631,4,4993,19.55,1800,1,0,1,1,0,0,0,0
33,106266,25,12016,14.82,1800,1,0,0,0,0,0,0,1
55,132617,15,30570,18.36,1080,1,0,1,0,0,0,0,0
27,59631,25,4675,10.69,1080,1,0,1,0,0,1,0,0
59,43379,9,15695,6.68,1800,1,0,1,0,0,0,0,0
41,32328,4,17490,7.56,1080,1,1,0,1,0,0,0,0
41,31003,13,24762,10.1,3600,0,0,1,0,1,0,0,0
35,97171,6,16445,19.26,1080,1,0,0,0,0,1,0,0
46,81464,9,9805,19.54,360,1,1,0,0,0,0,0,0
29,57529,10,8465,17.93,1080,0,0,1,1,0,0,0,0
44,81219,18,29641,13.4,3600,1,0,0,0,0,0,0,1
50,65216,10,21198,13.43,360,1,1,0,0,0,0,0,1
40,106652,2,28094,17.52,3600,1,0,0,0,0,1,0,0
46,106044,6,30035,5.85,720,1,0,0,0,0,0,0,0
36,31586,13,20999,11.32,360,1,0,0,0,0,0,0,1
52,70557,5,29040,14.4,1080,1,0,1,0,1,0,0,0
50,21997,21,14192,6.44,1080,1,1,0,0,0,0,0,0
69,64848,19,34818,6.29,1800,1,1,0,0,0,0,0,1
61,86041,26,34484,8.48,3600,1,0,1,1,0,0,0,0
45,27221,12,28521,13.77,360,0,0,0,0,0,1,0,0
40,46635,13,12380,17.57,360,1,0,1,0,0,1,0,0
55,60217,29,19585,14.02,1800,1,1,0,0,1,0,0,0
20,68895,1,27375,14.96,720,0,0,1,0,0,0,1,0
23,50657,0,15962,9.8,1800,1,0,0,0,0,0,0,1
23,29632,1,15270,11.09,3600,0,0,0,0,0,0,0,1
45,57965,17,32667,16.79,3600,1,0,0,0,0,0,1,0
23,22217,0,20860,16.71,360,0,1,0,0,0,0,0,0
68,52073,21,28870,19.85,720,1,0,0,0,0,1,0,0
28,45943,9,18464,5.1,360,1,1,0,0,0,1,0,0
49,55239,10,3632,15.66,1080,1,0,0,0,0,1,0,0
64,42804,18,3968,19.58,3600,0,0,1,1,0,0,0,0
23,24231,1,20055,18.68,720,0,1,0,0,0,0,0,0
24,48059,2,3739,10.48,1800,1,0,1,0,1,0,0,0
64,104662,27,15155,12.11,720,1,0,0,0,0,0,1,0
42,127628,2,32350,12.15,1080,1,0,1,0,0,1,0,0
35,258745,2,32405,14.3,1800,1,0,1,0,0,0,0,1
41,165212,0,18957,10.85,360,1,0,0,0,0,0,0,1
56,29197,14,14642,7.0,1080,1,1,0,0,0,0,0,0
27,46860,12,19110,17.62,360,1,0,0,1,0,0,0,0
67,59061,14,8029,13.53,360,1,1,0,0,0,0,1,0
52,56878,20,19757,19.35,3600,1,1,0,0,1,0,0,0
57,62424,17,12249,9.02,1800,1,0,0,0,0,1,0,0
62,253864,25,7135,13.76,3600,1,0,1,0,0,0,1,0
35,31281,27,34454,6.38,1080,0,0,1,0,1,0,0,0
24,39022,4,30275,8.2,1080,1,0,0,0,0,0,1,0
35,160539,8,1796,15.84,1800,1,1,0,0,1,0,0,0
26,41374,17,20726,13.95,1080,0,0,0,0,1,0,0,0
20,75822,0,24023,19.73,1800,0,0,1,0,0,0,0,1
28,111390,17,3069,10.25,360,1,1,0,1,0,0,0,0
37,80169,5,3729,12.9,3600,1,0,1,0,0,1,0,0
64,67175,25,10042,19.99,1080,1,0,0,0,0,0,0,1
66,105152,26,1000,5.61,1800,1,0,0,0,0,0,0,1
22,35036,1,3179,14.08,360,1,0,1,0,1,0,0,0
43,44452,23,34914,19.65,1800,1,1,0,0,0,0,0,1
47,82568,28,13422,9.23,720,1,1,0,0,0,0,0,1
29,17297,16,15274,5.04,1080,0,0,0,0,0,0,1,0
28,140077,8,2505,8.61,720,1,1,0,1,0,0,0,0
32,71828,19,24563,12.28,360,1,0,1,0,0,0,1,0
67,65632,27,12857,7.01,720,1,0,0,1,0,0,0,0
54,22509,2,13225,13.33,360,1,0,0,1,0,0,0,0
42,27668,22,11681,16.21,1800,1,1,0,0,1,0,0,0
66,47138,23,12220,7.29,1080,1,0,0,0,0,1,0,0
36,97193,11,2296,10.83,1080,1,0,1,0,0,0,1,0
65,17223,29,34682,11.92,1800,0,0,1,0,0,0,0,0
26,96087,20,3447,14.67,720,1,0,0,0,1,0,0,0
35,48241,2,2426,14.85,3600,1,0,1,1,0,0,0,0
59,52362,29,12756,13.11,3600,1,0,1,0,0,0,0,0
55,69713,3,28441,5.62,1800,1,0,0,0,0,0,0,1
39,70374,9,34046,12.62,720,0,0,1,1,0,0,0,0
43,39047,21,4465,5.49,3600,1,0,1,1,0,0,0,0
66,87111,27,6154,17.69,1080,1,0,1,0,1,0,0,0
24,14888,1,14823,16.06,3600,0,1,0,0,0,0,1,0
64,45695,19,30071,11.8,360,1,0,0,1,0,0,0,0
25,65657,2,19969,13.41,1080,0,0,1,0,0,0,0,0
47,48680,21,19034,11.02,720,1,1,0,1,0,0,0,0
24,20007,4,24630,16.37,720,0,0,1,0,0,1,0,0
68,94354,1,10925,19.34,360,1,0,1,0,0,1,0,0
58,28309,5,12185,16.2,720,0,0,1,0,0,0,1,0
57,57497,18,32730,11.72,360,1,0,1,0,0,1,0,0
21,65632,2,22776,6.93,720,1,0,1,1,0,0,0,0
62,60590,7,15484,9.22,3600,1,0,0,0,0,1,0,0
58,120741,15,24309,13.53,1080,1,0,0,0,1,0,0,0
40,57990,29,6239,5.52,1080,1,0,0,0,0,0,0,1
59,77379,1,34106,14.35,1080,0,0,1,0,0,0,1,0
56,57899,15,8662,9.6,360,1,0,0,0,1,0,0,0
37,86489,20,34371,7.97,720,1,0,0,1,0,0,0,0
67,138150,13,28442,13.43,3600,1,0,1,0,0,1,0,0
65,65024,23,17158,12.36,3600,1,0,1,0,0,0,0,1
31,95713,24,20322,11.17,360,1,1,0,0,0,1,0,0
36,143371,12,10749,9.31,720,1,0,1,0,0,1,0,0
56,135172,22,6333,10.38,360,1,1,0,0,0,1,0,0
65,47516,8,23243,8.53,1080,1,0,1,1,0,0,0,0
57,111508,29,5264,19.43,1080,1,1,0,0,0,0,1,0
34,69512,8,32244,15.98,3600,0,0,0,0,0,0,0,1
26,117047,7,32991,9.28,3600,1,1,0,0,0,0,1,0
33,84219,6,33250,13.72,360,1,0,1,0,1,0,0,0
69,70643,15,27632,8.86,720,1,0,0,0,0,0,1,0
20,77682,1,28476,5.87,360,1,0,1,0,0,0,0,0
57,69782,28,19319,9.89,720,1,1,0,0,0,0,0,1
22,71439,3,13368,7.02,3600,0,0,1,1,0,0,0,0
56,54431,28,15131,16.26,360,1,0,1,1,0,0,0,0
63,51480,10,19884,19.08,360,1,0,0,0,1,0,0,0
50,172457,18,11131,9.26,3600,1,0,1,0,0,0,0,0
62,79739,7,22424,18.87,1080,1,0,0,0,0,0,0,0
32,42447,18,14049,16.75,1080,1,1,0,0,0,0,0,0
67,50693,14,15678,16.07,360,1,0,0,0,0,0,0,0
37,112843,10,5920,5.9,1800,1,0,0,1,0,0,0,0
36,38495,8,27885,9.98,360,0,0,1,1,0,0,0,0
36,24606,15,23448,14.11,720,0,0,1,0,0,1,0,0
30,25717,24,22210,18.32,720,0,1,0,0,1,0,0,0
39,21218,12,32143,9.76,360,0,0,1,0,0,0,1,0
29,27466,9,31494,12.61,360,0,1,0,0,0,0,1,0
48,29480,9,5166,14.55,1800,1,0,1,0,1,0,0,0
67,137467,29,26699,7.45,3600,1,1,0,0,0,0,1,0
53,58237,24,34169,11.91,1800,1,1,0,0,0,0,1,0
36,48148,19,24987,14.45,1800,0,0,0,1,0,0,0,0
61,25183,8,15059,6.84,3600,1,0,1,1,0,0,0,0
32,54946,27,9905,8.04,720,1,0,1,0,0,0,0,0
63,21112,1,27071,6.38,3600,0,0,1,0,1,0,0,0
66,47970,0,12298,14.19,3600,1,0,0,1,0,0,0,0
58,206632,7,28522,17.79,1800,1,0,0,1,0,0,0,0
46,89168,15,27696,11.22,3600,1,0,0,0,1,0,0,0
45,52792,21,5047,13.59,1800,1,0,0,0,0,1,0,0
47,91023,28,7241,19.14,360,1,0,1,0,0,0,0,1
32,43786,10,12712,19.4,360,1,1,0,0,0,0,0,0
31,37034,25,33002,13.71,1800,0,0,0,0,0,0,0,0
63,166454,8,34368,14.16,360,1,0,1,0,0,1,0,0
47,30170,24,24162,12.92,720,1,0,0,0,0,0,0,1
21,48413,4,32565,10.02,1800,0,1,0,1,0,0,0,0
56,71942,17,13059,7.87,3600,1,0,0,0,0,0,0,0
53,34141,28,17170,11.32,1800,1,0,1,0,0,0,0,1
42,88465,6,14639,19.46,360,1,1,0,0,1,0,0,0
64,49813,20,20693,12.34,1080,0,0,1,0,0,0,1,0
48,89174,28,14632,10.53,1800,1,0,1,0,0,0,0,0
54,85100,9,2484,14.83,1800,1,0,0,0,0,0,0,1
30,51750,5,32418,13.98,1800,0,1,0,0,0,0,1,0
67,167107,20,12605,11.89,720,1,0,0,0,0,0,1,0
52,40166,3,34999,14.06,1080,0,0,0,0,1,0,0,0
30,134500,0,30790,15.13,3600,1,1,0,1,0,0,0,0
28,121171,3,22052,16.68,1800,1,0,0,0,1,0,0,0
33,173256,25,11818,10.09,3600,1,0,0,0,0,0,0,1
28,66465,28,5040,6.08,1080,1,0,0,0,0,0,0,0
58,37303,28,2459,19.2,3600,1,0,0,0,0,0,0,0
67,208163,28,23877,9.46,1080,1,0,1,0,0,0,0,1
22,48980,0,25035,13.28,3600,0,0,1,0,0,1,0,0
48,36749,2,2953,13.81,720,1,0,1,0,0,1,0,0
38,53430,13,24097,6.38,1800,1,0,0,1,0,0,0,0
55,33222,4,7926,15.85,3600,1,0,0,1,0,0,0,0
51,82099,0,28386,7.5,720,1,0,0,0,1,0,0,0
26,41630,10,21754,16.25,720,1,0,1,0,0,1,0,0
47,50388,5,11527,7.64,720,1,0,1,0,1,0,0,0
63,107008,1,21439,9.64,360,1,1,0,0,0,0,1,0
37,87048,12,25025,9.97,1080,1,0,1,0,1,0,0,0
24,60436,2,25678,18.11,720,1,0,0,0,0,0,1,0
42,66338,26,20841,7.61,360,1,1,0,0,0,1,0,0
41,60316,7,15647,14.64,3600,0,0,0,0,0,0,0,0
45,46226,9,29956,11.26,3600,0,1,0,0,0,1,0,0
61,59783,14,21570,8.96,720,1,1,0,0,0,0,0,0
31,80378,2,14772,5.76,360,1,0,0,0,1,0,0,0
59,55509,29,22249,16.43,1080,1,0,1,0,0,0,0,0
38,77023,5,1096,7.64,3600,1,0,0,0,0,0,1,0
66,36242,1,28044,19.72,3600,0,1,0,0,1,0,0,0
20,41675,3,12581,11.75,1800,1,0,1,0,0,0,1,0
22,38538,3,12330,7.36,1080,0,0,0,0,1,0,0,0
46,42655,22,7307,5.96,3600,1,0,0,0,0,0,1,0
37,129613,19,15573,13.49,720,1,0,0,0,0,0,0,0
69,92561,2,32699,10.56,1080,1,0,0,0,0,0,0,0
49,31377,8,18620,13.38,3600,0,0,1,1,0,0,0,0
21,77846,2,28491,17.43,1080,0,0,1,0,0,1,0,0
24,47365,3,1376,15.66,720,1,0,1,0,0,0,1,0
48,39758,5,2289,17.41,720,1,0,1,0,0,0,0,1
52,24552,9,33128,7.74,1800,0,1,0,0,0,0,0,1
61,107275,20,3691,13.37,1080,1,0,0,0,0,0,0,0
39,26414,8,24860,18.5,3600,0,0,0,1,0,0,0,0
49,58036,0,34814,5.2,1080,1,0,0,0,0,1,0,0
61,33935,26,18153,10.94,360,1,1,0,0,0,0,0,0
24,95368,0,3291,6.88,3600,1,1,0,0,0,1,0,0
69,48990,5,7074,17.07,3600,1,0,0,0,0,0,0,0
40,55233,15,11164,7.21,1800,1,1,0,0,0,0,1,0
34,56362,19,25652,17.7,360,1,0,1,1,0,0,0,0
39,71792,19,10257,16.76,720,1,0,1,0,0,0,1,0
27,60343,2,7808,16.27,360,1,0,0,0,1,0,0,0
68,58339,13,5496,13.91,3600,1,0,0,0,0,0,1,0
50,43868,20,13378,15.74,360,1,0,0,0,0,0,0,1
31,23275,7,30728,14.12,3600,0,0,0,0,0,0,0,1
40,30603,19,28756,7.54,3600,0,0,1,0,0,0,0,1
49,92142,22,23588,9.76,720,1,1,0,0,0,0,0,1
46,49836,13,12876,9.92,1080,1,0,1,0,1,0,0,0
63,40198,23,23577,11.34,1800,1,0,0,0,0,0,0,0
45,25759,14,17213,13.98,1800,1,0,1,0,0,0,0,0
52,21337,20,3565,7.21,1800,1,0,0,1,0,0,0,0
45,39264,9,14111,19.29,360,1,0,1,0,0,0,0,1
45,102010,16,4672,6.27,3600,1,1,0,0,0,0,0,1
55,42862,7,13271,12.73,1800,1,0,0,0,0,0,0,0
59,76137,25,9451,5.58,1080,1,0,1,0,0,1,0,0
20,41696,0,6641,9.22,3600,1,0,1,0,1,0,0,0
34,87844,3,24512,13.2,1080,1,0,0,0,0,0,1,0
69,48482,9,9209,14.67,1080,1,0,0,1,0,0,0,0
20,28591,2,10033,11.68,3600,1,1,0,0,0,0,0,0
30,50951,24,17130,14.5,360,1,1,0,0,0,0,0,0
21,179943,4,31141,13.02,720,1,0,1,0,0,0,1,0
20,175243,1,7634,8.32,720,1,1,0,1,0,0,0,0
50,80171,19,22409,10.02,1080,1,0,1,0,0,0,0,0
63,55147,21,9070,5.16,1080,1,0,0,0,0,0,0,1
35,71850,24,34048,5.26,1080,1,1,0,0,0,0,0,1
41,72410,3,20908,10.93,720,1,0,1,0,0,0,0,0
61,58458,9,1243,11.78,1080,1,1,0,0,0,1,0,0
37,78007,23,24936,17.53,3600,0,0,1,0,0,1,0,0
66,67841,2,30432,5.45,360,1,0,1,0,0,1,0,0
36,49534,17,33622,7.23,3600,1,1,0,0,1,0,0,0
49,29226,13,34262,11.63,360,0,0,1,0,0,0,0,1
29,45431,19,31872,7.91,360,1,0,0,0,1,0,0,0
54,96733,13,21494,17.26,1080,1,0,0,0,0,0,0,1
40,58754,28,13101,15.65,720,1,0,0,0,0,0,1,0
35,71694,19,26374,19.38,360,1,0,0,0,0,1,0,0
25,50523,22,6170,8.06,1080,1,0,0,0,0,0,1,0
22,31705,4,5281,10.23,3600,1,0,1,0,0,0,0,0
60,51886,6,34953,9.99,3600,0,1,0,0,1,0,0,0
62,32419,8,26511,11.68,3600,0,0,1,0,1,0,0,0
40,31201,25,14223,6.7,360,1,0,1,0,0,0,0,0
32,123424,1,30893,16.18,1800,1,0,0,1,0,0,0,0
37,46534,19,9304,5.61,1800,1,0,1,1,0,0,0,0
43,38372,2,19829,15.06,720,0,0,1,1,0,0,0,0
46,158067,11,12019,12.76,720,1,0,1,1,0,0,0,0
23,97634,1,33895,17.75,1080,1,0,1,0,1,0,0,0
41,47910,15,4900,9.51,360,1,0,1,0,1,0,0,0
43,77387,6,28980,10.59,720,1,0,1,0,0,0,0,1
59,51975,11,14316,9.18,360,1,0,1,0,0,0,1,0
64,39513,9,26052,8.66,720,1,0,0,0,1,0,0,0
29,79603,21,13620,12.84,3600,1,0,1,0,0,0,0,1
21,49287,4,20901,10.43,1080,1,0,1,0,0,0,0,0
59,62648,7,20046,14.49,3600,0,0,1,0,1,0,0,0
25,110505,23,6841,17.78,1080,1,0,1,0,0,1,0,0
67,103438,6,19744,11.33,1800,1,0,1,0,0,1,0,0
37,43042,8,5148,9.35,720,1,0,0,0,0,0,1,0
36,80147,29,30346,12.17,1080,1,0,0,0,0,0,1,0
57,30433,18,13996,16.02,1800,1,0,0,0,0,0,0,0
64,78452,4,1385,14.8,720,1,0,0,0,0,0,0,1
42,65453,21,8751,6.73,360,1,0,0,0,0,1,0,0
65,75160,8,10615,8.1,1800,1,0,1,0,0,0,0,1
49,50087,15,17506,10.05,1080,1,0,0,0,0,0,0,0
40,209073,19,10551,13.99,720,1,0,0,0,0,0,0,1
29,34864,20,16485,15.47,1800,0,0,1,0,0,1,0,0
62,107251,8,12102,15.81,3600,1,0,0,0,1,0,0,0
32,32240,11,24983,19.72,1080,0,0,0,0,0,0,0,0
31,81032,26,9290,6.09,3600,1,1,0,0,0,0,0,1
28,84581,19,15584,10.4,3600,1,0,1,0,0,0,0,1
23,61882,3,17538,9.0,3600,1,0,1,0,0,0,0,1
58,44480,17,18618,5.37,1080,1,1,0,0,0,0,0,1
43,65165,8,33613,19.96,1080,0,0,1,0,0,0,1,0
53,70277,26,4715,11.78,1800,1,0,1,0,0,0,0,0
58,175248,27,7378,11.44,1080,1,0,1,0,0,0,0,0
60,35475,2,1025,12.98,360,1,0,0,0,0,0,0,1
24,42892,3,29482,15.91,720,1,0,0,0,0,0,0,1
34,71028,5,30636,18.74,1080,1,1,0,0,1,0,0,0
69,51347,8,3244,15.04,360,1,0,1,0,0,0,1,0
23,56385,4,1846,17.75,360,1,0,0,0,1,0,0,0
58,113801,23,8478,5.48,360,1,1,0,0,0,1,0,0
27,11024,8,25534,8.03,3600,0,1,0,0,0,0,1,0
68,41824,2,8429,12.26,1800,1,1,0,0,0,0,0,1
64,21048,18,9013,17.67,720,1,1,0,0,0,0,0,1
43,29217,3,4129,12.56,1080,1,0,0,0,0,0,0,1
47,253412,12,24793,11.26,3600,1,0,0,0,0,0,0,1
62,85725,16,22150,11.34,720,1,1,0,0,0,0,1,0
46,105972,1,5185,5.08,1800,1,0,0,0,0,0,0,1
20,57049,1,9176,8.25,1080,1,0,1,0,0,1,0,0
53,94393,15,7482,5.1,720,1,0,1,1,0,0,0,0
36,20745,0,27112,17.52,1800,0,1,0,0,0,1,0,0
56,111633,2,19440,16.66,1080,1,0,1,0,1,0,0,0
57,36610,15,16191,5.7,360,1,0,1,0,0,0,0,1
45,43530,5,22012,5.49,720,1,1,0,0,0,0,1,0
43,81071,7,3564,13.91,360,1,1,0,0,1,0,0,0
58,72393,4,2019,15.94,1800,1,1,0,0,0,0,0,1
40,62992,7,19775,6.06,1800,1,0,1,0,1,0,0,0
49,26427,21,7615,5.6,1080,1,0,1,0,0,0,1,0
66,63569,0,11593,6.83,720,1,0,1,0,1,0,0,0
67,106546,18,2957,17.87,720,1,0,0,1,0,0,0,0
32,43499,29,20678,10.75,3600,0,0,1,0,0,0,0,0
56,131789,1,11587,9.12,3600,1,0,1,0,0,1,0,0
22,35467,2,21446,8.01,1080,1,0,1,1,0,0,0,0
51,60109,23,20370,14.98,720,1,0,0,0,0,0,0,1
54,150421,5,20699,18.31,720,1,1,0,0,0,0,1,0
38,39781,19,13417,17.39,1080,1,0,1,0,1,0,0,0
33,112689,19,12531,6.13,720,1,0,1,0,0,0,1,0
67,195788,8,4253,8.16,3600,1,0,0,0,0,0,0,0
41,66345,0,5316,15.46,720,1,0,1,0,1,0,0,0
36,43642,1,34594,17.04,360,0,0,0,1,0,0,0,0
23,37660,1,25114,8.77,720,1,0,0,0,0,1,0,0
64,130974,18,26917,10.32,1800,1,1,0,0,1,0,0,0
59,128800,15,14081,19.54,1800,1,0,0,0,0,0,1,0
38,142855,8,34881,13.76,1800,1,0,1,0,0,1,0,0
56,58705,4,11148,18.45,360,1,0,0,0,0,0,0,1
21,111600,2,34422,10.94,720,1,0,0,0,0,0,1,0
34,58145,19,13104,8.33,1080,1,0,0,0,1,0,0,0
21,35248,3,1366,18.2,3600,0,0,1,0,0,0,1,0
30,117536,19,31998,5.26,720,1,0,1,1,0,0,0,0
64,159583,13,17050,17.17,1080,1,0,1,0,0,0,0,0
42,32455,25,7429,14.69,720,1,1,0,0,0,0,0,1
29,32091,12,24922,10.77,1800,0,0,1,0,1,0,0,0
22,61327,0,18374,11.78,1800,1,0,0,0,0,0,0,0
24,106263,3,4696,16.0,720,1,0,0,0,1,0,0,0
22,30324,3,7534,14.94,1800,1,0,0,1,0,0,0,0
57,68611,25,14435,12.29,1080,1,1,0,0,0,1,0,0
32,42013,1,9568,14.03,720,1,0,0,1,0,0,0,0
61,91171,26,20332,5.54,720,1,0,1,0,1,0,0,0
38,37096,15,24390,9.38,720,1,0,0,1,0,0,0,0
59,95137,27,12769,6.26,3600,1,0,0,1,0,0,0,0
69,54451,10,14550,16.0,3600,0,1,0,0,1,0,0,0
54,34122,2,29736,10.0,1080,0,0,0,0,0,0,1,0
43,62206,14,9848,5.53,720,1,0,0,0,0,0,0,1
43,18717,2,21196,14.9,1080,0,0,1,0,0,1,0,0
36,42810,26,13137,15.44,3600,1,0,0,0,0,0,0,0
59,73309,26,31477,9.61,360,1,0,1,0,1,0,0,0
29,20680,18,7881,5.45,1080,1,1,0,0,0,1,0,0
21,12801,3,33132,13.21,3600,0,0,1,0,0,0,1,0
63,14711,20,12049,14.1,720,0,0,0,0,0,0,1,0
42,132757,21,26303,18.95,3600,1,1,0,0,0,0,0,0
25,57179,4,26514,19.56,360,1,0,0,0,0,0,1,0
21,43500,3,4615,7.01,720,1,0,0,0,1,0,0,0
40,105566,6,10953,13.26,3600,1,0,0,0,0,0,0,0
54,46973,22,12776,11.18,1080,1,0,0,0,0,0,1,0
68,70338,22,26424,17.65,360,1,0,0,1,0,0,0,0
48,60806,12,19281,17.61,1080,1,0,1,0,0,0,1,0
26,45134,27,14777,13.77,720,1,0,1,0,0,0,0,0
48,71431,26,28176,7.1,1800,1,0,0,0,0,0,0,0
56,95221,22,14798,11.19,720,1,0,1,0,0,0,0,0
42,53586,17,17650,6.1,3600,1,0,0,0,0,0,0,1
52,45418,23,4399,5.36,360,1,0,0,0,0,1,0,0
27,48751,14,6855,17.62,1080,1,0,1,0,0,1,0,0
31,15081,11,25631,18.58,3600,0,0,1,1,0,0,0,0
65,70957,9,34803,16.38,360,1,0,0,0,0,0,0,0
67,28984,16,15523,14.43,1080,1,0,0,0,1,0,0,0
29,87363,5,8563,7.49,1800,1,1,0,0,1,0,0,0
34,56712,27,27978,11.88,720,1,0,1,0,1,0,0,0
43,63772,10,20206,10.27,360,1,0,1,0,1,0,0,0
45,91144,2,27194,11.92,360,1,0,0,0,0,0,0,1
66,34340,5,14271,12.38,3600,1,0,0,0,0,0,0,1
61,74723,21,31725,5.89,720,1,0,1,0,1,0,0,0
58,70303,23,19978,12.78,1080,1,0,1,0,0,0,0,1
22,53590,4,23784,17.97,720,1,1,0,0,0,0,0,0
21,34306,0,8719,18.14,720,1,1,0,0,0,0,0,1
25,85574,2,10070,9.34,360,1,0,0,0,0,0,0,1
40,91315,1,19299,16.77,1800,1,1,0,0,0,1,0,0
28,64097,27,13455,11.31,1080,1,0,0,0,0,0,1,0
29,31502,21,17262,19.12,1800,0,0,1,0,0,0,1,0
55,43631,2,30149,5.41,1800,1,0,0,0,0,0,1,0
22,57745,3,14282,16.1,3600,1,0,0,0,0,0,0,0
60,90499,19,16644,17.84,720,1,0,0,1,0,0,0,0
43,23153,8,5197,13.44,1080,1,0,1,1,0,0,0,0
41,42689,22,16813,11.37,3600,1,0,1,0,0,1,0,0
68,47023,29,19783,8.41,1080,1,0,0,1,0,0,0,0
33,56957,16,26171,5.49,1080,1,0,0,1,0,0,0,0
61,27424,13,30626,18.45,1800,0,0,1,0,0,0,1,0
64,52547,19,10691,6.44,360,1,0,1,0,0,0,1,0
63,49697,26,22597,18.74,1800,0,0,0,0,0,0,0,0
46,32126,7,33313,13.73,720,0,0,0,1,0,0,0,0
52,55782,25,34553,12.71,1080,0,0,1,0,0,0,0,0
41,43273,3,4333,16.3,720,1,0,0,0,1,0,0,0
48,80607,0,10218,12.34,1080,1,0,0,0,0,0,0,1
38,35200,9,16123,10.68,720,1,1,0,0,1,0,0,0
38,63189,12,3265,19.94,720,1,0,1,0,0,1,0,0
25,36863,1,20139,17.14,1800,1,0,0,0,0,1,0,0
64,41778,4,4889,15.22,1080,1,0,0,0,0,0,0,1
38,71565,5,29376,19.82,1080,1,0,1,0,0,1,0,0
32,68928,0,19832,5.95,720,1,1,0,1,0,0,0,0
